en,zh-cn,zh-tw,pos,description,,,,,,,,,,,,,,,,,,,,,
thousand,千,千,noun,不要直译，该换算成本地用法就换算。举例来说，10 thousand 是 1 万 (不是 10 千)，12 million 是 1 千 2 百万 (或 1200 万，不是 12 百万)，1.4 billion 是 14 亿 (不是 1.4 十亿),,,,,,,,,,,,,,,,,,,,,
Threads,Threads,Threads,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
threshold,阈值,閾值,noun,「阈值」对一般人来说比较不好理解，一般可以使用「临界值」,,,,,,,,,,,,,,,,,,,,,
threshold,临界值,臨界值,noun,,,,,,,,,,,,,,,,,,,,,,
Thule,图勒,土里島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
thumb,缩略图,縮圖,noun,有些开发者会将 Thumbnail 简写为 Thumb,,,,,,,,,,,,,,,,,,,,,
thumbnail,缩略图,縮圖,noun,,,,,,,,,,,,,,,,,,,,,,
thumbnail size,缩略图尺寸,縮圖尺寸,noun,,,,,,,,,,,,,,,,,,,,,,
Thunder Bay,桑德贝,桑德灣,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tibetan,藏语,藏文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Tigrinya,提格利尼亚语,提格利尼亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Tijuana,蒂华纳,提華納,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
TikTok,TikTok,TikTok,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
tilde,波形符,波狀符號,noun,,,,,,,,,,,,,,,,,,,,,,
Timbuktu,廷巴克图,廷巴克圖,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
time format,时间格式,時間格式,noun,,,,,,,,,,,,,,,,,,,,,,
timer,计时器,計時器,noun,,,,,,,,,,,,,,,,,,,,,,
timezone,时区,時區,noun,,,,,,,,,,,,,,,,,,,,,,
TinyMCE,TinyMCE,TinyMCE,noun,,,,,,,,,,,,,,,,,,,,,,
Tirane,地拉内,地拉那,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tiraspol,蒂拉斯波尔,提拉斯浦,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
title,标题,標題,noun,,,,,,,,,,,,,,,,,,,,,,
TLD,顶级域名,頂層網域,noun,如果是与网域相关的内容，就是 top level domain 的缩写,,,,,,,,,,,,,,,,,,,,,
TLD,TLD,TLD,noun,如果是与网域相关的内容，就是 top level domain 的缩写,,,,,,,,,,,,,,,,,,,,,
TOC,TOC,TOC,noun,,,,,,,,,,,,,,,,,,,,,,
TOC,目录,目錄,noun,,,,,,,,,,,,,,,,,,,,,,
TOC,内容目录,內容目錄,noun,,,,,,,,,,,,,,,,,,,,,,
token,令牌,權杖,noun,,,,,,,,,,,,,,,,,,,,,,
Tokyo,东京,東京,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tomsk,托木斯克,托木斯克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tonga,汤加语,東加文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Tongan pa&#x2bb;anga,汤加潘加,東加潘加,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Tongatapu,汤加塔布,東加塔普,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
tool,工具,工具,noun,,,,,,,,,,,,,,,,,,,,,,
top level domain,顶级域名,頂層網域,noun,,,,,,,,,,,,,,,,,,,,,,
top-level domain,顶级域名,頂層網域,noun,,,,,,,,,,,,,,,,,,,,,,
Toronto,多伦多,多倫多,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tortola,托尔托拉岛,托托拉,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
track,追踪,追蹤,verb,,,,,,,,,,,,,,,,,,,,,,
track,追踪,追蹤,noun,,,,,,,,,,,,,,,,,,,,,,
trackback,引用通知,引用通知,noun,,,,,,,,,,,,,,,,,,,,,,
tracker,追踪器,追蹤器,noun,,,,,,,,,,,,,,,,,,,,,,
tracking code,追踪代码,追蹤程式碼,noun,Google 中国官方译文，适用于搜索引擎相关内容及 Google Analystics,,,,,,,,,,,,,,,,,,,,,
trademark,商标,商標,noun,,,,,,,,,,,,,,,,,,,,,,
Traditional Chinese,繁体中文,繁體中文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Traditional Chinese Formal,繁体中文 (正式),繁體中文 (正式),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Traditional Chinese Informal,繁体中文 (口语),繁體中文 (口語),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
transactional email,触发式电子邮件,觸發式電子郵件,noun,,,,,,,,,,,,,,,,,,,,,,
transformer,转换器,轉換器,noun,,,,,,,,,,,,,,,,,,,,,,
translation,译文,譯文,noun,,,,,,,,,,,,,,,,,,,,,,
translation,翻译,語言套件,noun,,,,,,,,,,,,,,,,,,,,,,
translation,本地化,本地化,noun,,,,,,,,,,,,,,,,,,,,,,
Transnistrian ruble,德涅斯特河沿岸卢布,聶斯特河沿岸盧布,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
transparent,透明度,透明度,noun,,,,,,,,,,,,,,,,,,,,,,
transport,传输,傳輸,noun,,,,,,,,,,,,,,,,,,,,,,
trash,回收站,回收桶,noun,,,,,,,,,,,,,,,,,,,,,,
trash,移至回收站,移至回收桶,verb,,,,,,,,,,,,,,,,,,,,,,
tree,树状结构,樹狀結構,noun,适用于说明结构显示方式,,,,,,,,,,,,,,,,,,,,,
tree view,树状视图,樹狀檢視,noun,适用于检视方式名称,,,,,,,,,,,,,,,,,,,,,
trigger,触发,觸發,verb,,,,,,,,,,,,,,,,,,,,,,
trigger,触发进程,觸發程序,noun,,,,,,,,,,,,,,,,,,,,,,
trillion,兆,兆,noun,不要直译，该换算成本地用法就换算。举例来说，10 thousand 是 1 万 (不是 10 千)，12 million 是 1 千 2 百万 (或 1200 万，不是 12 百万)，1.4 billion 是 14 亿 (不是 1.4 十亿),,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago dollar,特立尼达和多巴哥元,千里達及托巴哥元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Tripoli,的黎波里,的黎波里,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Troll,特罗尔站,特羅爾站,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Truk,特鲁克,楚克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Truth Social,Truth Social,Truth Social,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
try again,再试一次,再試一次,verb,,,,,,,,,,,,,,,,,,,,,,
Tsonga,聪加语,頌加文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Tswana,茨瓦纳语,班圖文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Tucuman,图库曼,圖庫曼,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tumblr,Tumblr,Tumblr,noun,内容发布平台名称,,,,,,,,,,,,,,,,,,,,,
Tunis,突尼斯,突尼斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Tunisian dinar,突尼斯第纳尔,突尼西亞戴納,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
tunnel,信道,通道,noun,,,,,,,,,,,,,,,,,,,,,,
Turkish,土耳其,土耳其文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Turkish lira,土耳其里拉,土耳其里拉,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Turkmen,土库曼语,土庫曼文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Turkmenistan manat,土库曼斯坦马纳特,土庫曼斯坦馬納特,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
tutorial,教程,教學課程,noun,,,,,,,,,,,,,,,,,,,,,,
Twi,契维语,帝維文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Twitter,Twitter,Twitter,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
two-factor authentication,双因素身份验证,兩步驟驗證,noun,,,,,,,,,,,,,,,,,,,,,,
two-step authentication,两步验证,兩步驟驗證,noun,,,,,,,,,,,,,,,,,,,,,,
typo,拼写错误,拼寫錯誤,noun,,,,,,,,,,,,,,,,,,,,,,
typography,版式,排版樣式,noun,,,,,,,,,,,,,,,,,,,,,,
Ubuntu,Ubuntu,Ubuntu,noun,Linux 发行版名称,,,,,,,,,,,,,,,,,,,,,
UCT,UCT,UCT,noun,,,,,,,,,,,,,,,,,,,,,,
Ugandan shilling,乌干达先令,烏干達先令,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Uighur,维吾尔文,維吾爾文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Ujung Pandang,乌戎潘当,錫江,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Ukrainian,乌克兰语,烏克蘭文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Ukrainian hryvnia,乌克兰格里夫纳,烏克蘭格里夫納,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Ulaanbaatar,乌兰巴托,烏蘭巴托,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Ulan Bator,乌兰巴托,烏蘭巴托,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Ulyanovsk,乌里扬诺夫斯克,烏里揚諾夫斯克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
uncheck,取消选中,取消核取,verb,操作对象为复选框 (Checkbox) 时使用,,,,,,,,,,,,,,,,,,,,,
underscore,下划线,底線,noun,适用于标点符号 _,,,,,,,,,,,,,,,,,,,,,
underscore,下划线,底線,noun,,,,,,,,,,,,,,,,,,,,,,
undo,撤消,復原,verb,,,,,,,,,,,,,,,,,,,,,,
ungroup,取消组合,取消群組,verb,,,,,,,,,,,,,,,,,,,,,,
unique,唯一,唯一,adjective,,,,,,,,,,,,,,,,,,,,,,
unique identifier,唯一识别码,唯一識別碼,noun,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates dirham,阿联酋迪拉姆,阿拉伯聯合大公國迪拉姆,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
United Kingdom,英国,英國,noun,,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,大不列颠及北爱尔兰联合王国,大不列顛及北愛爾蘭聯合王國,noun,,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,英国,英國,noun,,,,,,,,,,,,,,,,,,,,,,
United States,美国,美國,noun,,,,,,,,,,,,,,,,,,,,,,
United States dollar,美元,美元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
United States of America,美国,美國,noun,,,,,,,,,,,,,,,,,,,,,,
Universal,国际标准时间,國際標準時間,noun,,,,,,,,,,,,,,,,,,,,,,
universal,标准,標準,adjective,,,,,,,,,,,,,,,,,,,,,,
universal,通用,通用,adjective,,,,,,,,,,,,,,,,,,,,,,
unload,卸载,解除載入,verb,从储存空间移除储存的项目。,,,,,,,,,,,,,,,,,,,,,
unload,卸载,卸載,verb,将软件从系统内存中移除。,,,,,,,,,,,,,,,,,,,,,
unmount,卸载,卸載,verb,适用于连接储存设备,,,,,,,,,,,,,,,,,,,,,
unsaved change,未保存的更改,未儲存的變更,noun,,,,,,,,,,,,,,,,,,,,,,
unschedule,取消定时器,取消排程,verb,,,,,,,,,,,,,,,,,,,,,,
untitled,无标题,未命名,adjective,,,,,,,,,,,,,,,,,,,,,,
unwanted software,垃圾软件,垃圾軟體,noun,,,,,,,,,,,,,,,,,,,,,,
up arrow key,向上键,向上鍵,noun,键盘按键名称,,,,,,,,,,,,,,,,,,,,,
update,更新,更新,noun,,,,,,,,,,,,,,,,,,,,,,
update,更新,更新,verb,,,,,,,,,,,,,,,,,,,,,,
upgrade,升级,升級,verb,,,,,,,,,,,,,,,,,,,,,,
upload,上传,上傳,verb,,,,,,,,,,,,,,,,,,,,,,
uploader,上传器,上傳程式,noun,,,,,,,,,,,,,,,,,,,,,,
Upper Alpha/Latin,大写拉丁字符,大寫拉丁字元,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Upper Roman,大写罗马数字,大寫羅馬數字,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Upper Sorbian,上索布语,上索布文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
upsell,追加销售,追加銷售,verb,,,,,,,,,,,,,,,,,,,,,,
upselling,追加销售,追加銷售,noun,,,,,,,,,,,,,,,,,,,,,,
uptime,正常运行时间,運作時間,noun,,,,,,,,,,,,,,,,,,,,,,
Urdu,乌尔都语,烏都文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
URI,URI,URI,noun,,,,,,,,,,,,,,,,,,,,,,
URL,网址,網址,noun,,,,,,,,,,,,,,,,,,,,,,
URL Slug,网址别名,網址代稱,noun,,,,,,,,,,,,,,,,,,,,,,
Uruguayan peso,乌拉圭比绍,烏拉圭披索,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Urumqi,乌鲁木齐,烏魯木齊,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
user,用户,使用者,noun,,,,,,,,,,,,,,,,,,,,,,
user agent,用户代理,使用者代理程式,noun,,,,,,,,,,,,,,,,,,,,,,
user interface,用户接口,使用者介面,noun,,,,,,,,,,,,,,,,,,,,,,
user role,用户角色,使用者角色,verb,,,,,,,,,,,,,,,,,,,,,,
Ushuaia,乌斯怀亚,烏斯懷亞,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Ust-Nera,乌斯季内拉,烏斯季涅拉,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
UTC,国际标准时间 (UTC),國際標準時間 (UTC),noun,,,,,,,,,,,,,,,,,,,,,,
Uyghur,维吾尔族,維吾爾文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Uzbek,乌兹别克语,烏茲別克文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Uzbekistani som,乌兹别克斯坦索姆,烏茲別克索姆,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Uzhgorod,乌日哥罗德,烏日霍羅德,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Vaduz,瓦杜兹,瓦都茲,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
validate,验证,驗證,noun,,,,,,,,,,,,,,,,,,,,,,
validation,验证,驗證,verb,,,,,,,,,,,,,,,,,,,,,,
value-added tax,增值税,加值稅,noun,,,,,,,,,,,,,,,,,,,,,,
Vancouver,温哥华,溫哥華,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Vanuatu vatu,瓦努阿图瓦图,萬那杜瓦圖,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
variable font,可变字体,可變字型,noun,Google 中国官方译文，适用于字体相关内容,,,,,,,,,,,,,,,,,,,,,
variation,样式变化,樣式變化,noun,适用于 WordPress 全站编辑,,,,,,,,,,,,,,,,,,,,,
VAT,增值税,加值稅,noun,VAT 一般在商业交易内容中都是 Value-Added Tax (加值税) 的缩写,,,,,,,,,,,,,,,,,,,,,
Vatican,梵蒂冈,梵蒂岡,noun,,,,,,,,,,,,,,,,,,,,,,
vault,保存库,保存庫,noun,,,,,,,,,,,,,,,,,,,,,,
Venda,文达语,文達文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
vendor,厂商,廠商,noun,,,,,,,,,,,,,,,,,,,,,,
Venezuelan bol&iacute;var,委内瑞拉玻利瓦尔,委內瑞拉玻利瓦爾,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
verification,验证,驗證,noun,,,,,,,,,,,,,,,,,,,,,,
verification code,验证码,驗證碼,noun,,,,,,,,,,,,,,,,,,,,,,
verify,验证,驗證,verb,,,,,,,,,,,,,,,,,,,,,,
version control,版本控制,版本控制,noun,,,,,,,,,,,,,,,,,,,,,,
vertical,垂直,垂直,adjective,,,,,,,,,,,,,,,,,,,,,,
Vevay,韦韦,韋韋,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Viber,Viber,Viber,noun,即时通讯软件名称,,,,,,,,,,,,,,,,,,,,,
Victoria,维多利亚,維多利亞省,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Video,视频,視訊,noun,WordPress 核心程序内建的文章格式 (Post Format) 之一，需要主题支持才能显示,,,,,,,,,,,,,,,,,,,,,
video,视频,視訊,noun,,,,,,,,,,,,,,,,,,,,,,
Vienna,维也纳,維也納,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Vientiane,万象,永珍,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Vietnamese,越南语,越南文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Vietnamese &#x111;&#x1ed3;ng,越南盾,越南盾,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
view all,查看全部,檢視全部,verb,,,,,,,,,,,,,,,,,,,,,,
view mode,查看模式,檢視模式,noun,,,,,,,,,,,,,,,,,,,,,,
viewer,查看器,檢視器,noun,,,,,,,,,,,,,,,,,,,,,,
viewport,视口,檢視區,noun,适用于网页设计,,,,,,,,,,,,,,,,,,,,,
Vilnius,维尔纽斯,維爾紐斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Vim,Vim,Vim,noun,纯文本编辑器名称。,,,,,,,,,,,,,,,,,,,,,
Vimeo,Vimeo,Vimeo,noun,在线影音流媒体服务名称,,,,,,,,,,,,,,,,,,,,,
Vincennes,万塞讷,湯森斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Virgin,维京群岛,維爾京群島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
virtual,虚拟,虛擬,adjective,,,,,,,,,,,,,,,,,,,,,,
virtual private network,虚拟专用网络,虛擬私人網路,noun,,,,,,,,,,,,,,,,,,,,,,
virtual private server,虚拟专用服务器,虛擬專屬伺服器,noun,,,,,,,,,,,,,,,,,,,,,,
visual editor,可视化编辑器,視覺化編輯器,noun,,,,,,,,,,,,,,,,,,,,,,
VK,VK,VK,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
Vkontakte,Vkontakte,Vkontakte,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
Vladivostok,海参崴,海參崴,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Volapuk,沃拉普克语,沃拉普克文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Volgograd,伏尔加格勒,伏爾加格勒,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Vostok,沃斯托克,弗斯托克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
VPN,VPN,VPN,noun,VPN 通常是 Virtual Private Network (虚拟专用网) 的缩写,,,,,,,,,,,,,,,,,,,,,
VPS,VPS,VPS,noun,VPS 通常是 Virtual Private Server (虚拟专属服务器) 的缩写,,,,,,,,,,,,,,,,,,,,,
Wake,威克岛,威克島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Wallis,沃利斯,瓦利斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Walloon,瓦隆语,華隆文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Warsaw,华沙,華沙,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
web font,网页字体,網頁字型,noun,适用于字体相关内容,,,,,,,,,,,,,,,,,,,,,
webfont,网页字体,網頁字型,noun,适用于字体相关内容,,,,,,,,,,,,,,,,,,,,,
webinar,网络研讨会,網路研討會,noun,,,,,,,,,,,,,,,,,,,,,,
website,网站,網站,noun,,,,,,,,,,,,,,,,,,,,,,
Welsh,威尔士语,威爾斯文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
West,西方,西澳省,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
West African CFA franc,西非法郎 (非洲金融共同体法郎),西非法郎 (非洲金融共同體法郎),noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Western Frisian,西弗里斯兰语,西弗里西亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
what you see is what you get,所见即所得,所見即所得,noun,,,,,,,,,,,,,,,,,,,,,,
WhatsApp,WhatsApp,WhatsApp,noun,即时通讯软件名称,,,,,,,,,,,,,,,,,,,,,
what-you-see-is-what-you-get,所见即所得,所見即所得,noun,,,,,,,,,,,,,,,,,,,,,,
white label,品牌白标,自訂品牌,noun,,,,,,,,,,,,,,,,,,,,,,
white list,白名单,允許清單,noun,,,,,,,,,,,,,,,,,,,,,,
Whitehorse,怀特霍斯,白馬鎮,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
whitelist,白名单,允許清單,noun,,,,,,,,,,,,,,,,,,,,,,
whitespace,空白字符,空白字元,noun,,,,,,,,,,,,,,,,,,,,,,
widget,小工具,小工具,noun,,,,,,,,,,,,,,,,,,,,,,
widget area,小工具区域,小工具區域,noun,,,,,,,,,,,,,,,,,,,,,,
width,宽度,寬度,noun,,,,,,,,,,,,,,,,,,,,,,
wildcard,通配符,萬用字元,noun,,,,,,,,,,,,,,,,,,,,,,
wildcard certificate,通配符凭证,萬用字元憑證,noun,,,,,,,,,,,,,,,,,,,,,,
Winamac,维纳马克,威納馬克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Windhoek,温得和克,溫吐克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
window,窗口,視窗,noun,,,,,,,,,,,,,,,,,,,,,,
Windows,Windows,Windows,noun,操作系统名称,,,,,,,,,,,,,,,,,,,,,
Winnipeg,温尼伯,溫尼柏,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
wipe,抹除,抹除,verb,,,,,,,,,,,,,,,,,,,,,,
wishlist,愿望清单,願望清單,noun,,,,,,,,,,,,,,,,,,,,,,
wizard,向导,精靈,noun,,,,,,,,,,,,,,,,,,,,,,
Wolof,沃洛夫语,沃洛夫文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
WooCommerce,WooCommerce,WooCommerce,noun,,,,,,,,,,,,,,,,,,,,,,
WordCamp,WordCamp 活动,WordCamp 活動,noun,,,,,,,,,,,,,,,,,,,,,,
WordPress,WordPress,WordPress,noun,,,,,,,,,,,,,,,,,,,,,,
WordPress Core,WordPress 内核程序,WordPress 核心程式,noun,,,,,,,,,,,,,,,,,,,,,,
WordPress Multisite,WordPress 多站点,WordPress 多站網路,noun,Multisite 统一译文为「多站点」,,,,,,,,,,,,,,,,,,,,,
WordPress Network,WordPress 网络,WordPress 多站網路,noun,Network 统一译文为「网络」,,,,,,,,,,,,,,,,,,,,,
WordPress.com,WordPress.com,WordPress.com,noun,,,,,,,,,,,,,,,,,,,,,,
workaround,应变方法,因應措施,noun,,,,,,,,,,,,,,,,,,,,,,
WYSIWYG,WYSIWYG,WYSIWYG,noun,What You See Is What You Get (所见即所得) 的缩写,,,,,,,,,,,,,,,,,,,,,
WYSIWYG,所见即所得,所見即所得,noun,What You See Is What You Get (所见即所得) 的缩写,,,,,,,,,,,,,,,,,,,,,
Xhosa,科萨语,廓薩文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
XML,XML,XML,noun,,,,,,,,,,,,,,,,,,,,,,
XML-RPC,XML-RPC,XML-RPC,noun,,,,,,,,,,,,,,,,,,,,,,
Yakutat,雅库塔特,亞庫塔特,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yakutsk,雅库茨克,雅庫茨克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yancowinna,扬科温纳,揚科維納,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yangon,仰光,仰光,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yap,雅浦岛,雅浦島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yekaterinburg,叶卡捷琳堡,耶卡特寧伯格,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yellowknife,耶洛奈夫,耶洛奈夫,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yemeni rial,也门里亚尔,葉門里亞爾,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Yerevan,埃里温,葉里溫,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yiddish,意第绪语,意第緒文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Yoruba,约鲁巴语,優魯巴文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
YouTube,YouTube,YouTube,noun,在线影音流媒体服务名称,,,,,,,,,,,,,,,,,,,,,
Zagreb,萨格勒布,札格雷布,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Zaporozhye,扎波罗热,札波羅結,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Zhuang,壮语,壯文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Zulu,祖鲁语,祖魯文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Zulu,祖鲁语,祖魯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
