en,zh-cn,pos,description,,,,,,,,,,,,,,,,,,,,,
wildcard certificate,通配符凭证,noun,,,,,,,,,,,,,,,,,,,,,,
Winamac,维纳马克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Windhoek,温得和克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
window,窗口,noun,,,,,,,,,,,,,,,,,,,,,,
Windows,Windows,noun,操作系统名称,,,,,,,,,,,,,,,,,,,,,
Winnipeg,温尼伯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
wipe,抹除,verb,,,,,,,,,,,,,,,,,,,,,,
wishlist,愿望清单,noun,,,,,,,,,,,,,,,,,,,,,,
wizard,向导,noun,,,,,,,,,,,,,,,,,,,,,,
Wolof,沃洛夫语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
WooCommerce,WooCommerce,noun,,,,,,,,,,,,,,,,,,,,,,
WordCamp,WordCamp 活动,noun,,,,,,,,,,,,,,,,,,,,,,
WordPress,WordPress,noun,,,,,,,,,,,,,,,,,,,,,,
WordPress Core,WordPress 内核程序,noun,,,,,,,,,,,,,,,,,,,,,,
WordPress Multisite,WordPress 多站点,noun,Multisite 统一译文为「多站点」,,,,,,,,,,,,,,,,,,,,,
WordPress Network,WordPress 网络,noun,Network 统一译文为「网络」,,,,,,,,,,,,,,,,,,,,,
WordPress.com,WordPress.com,noun,,,,,,,,,,,,,,,,,,,,,,
workaround,应变方法,noun,,,,,,,,,,,,,,,,,,,,,,
WYSIWYG,WYSIWYG,noun,What You See Is What You Get (所见即所得) 的缩写,,,,,,,,,,,,,,,,,,,,,
WYSIWYG,所见即所得,noun,What You See Is What You Get (所见即所得) 的缩写,,,,,,,,,,,,,,,,,,,,,
Xhosa,科萨语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
XML,XML,noun,,,,,,,,,,,,,,,,,,,,,,
XML-RPC,XML-RPC,noun,,,,,,,,,,,,,,,,,,,,,,
Yakutat,雅库塔特,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yakutsk,雅库茨克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yancowinna,扬科温纳,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yangon,仰光,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yap,雅浦岛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yekaterinburg,叶卡捷琳堡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yellowknife,耶洛奈夫,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yemeni rial,也门里亚尔,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Yerevan,埃里温,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Yiddish,意第绪语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Yoruba,约鲁巴语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
YouTube,YouTube,noun,在线影音流媒体服务名称,,,,,,,,,,,,,,,,,,,,,
Zagreb,萨格勒布,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Zaporozhye,扎波罗热,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Zhuang,壮语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Zulu,祖鲁语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Zulu,祖鲁语,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Zurich,苏黎世,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
